Participant,File,Utterance #,Transcript,Coding
EAR_052.xlsx,142,,that's the fool that um uh i'm not i don't oh fuck um that's the foo i don't know if jesse went on a mission with him or not uh not with that uh asian guy with mike but mike pulled up to this office there were some guys there were some guys like* trying to fuckin' rob him or some shit but that foo mr chow was like* sending like* back to us so fuckin' mike shot him in the head or foot or some shit ,
EAR_052.xlsx,210,,like* just like* the people that get like* towels and then like* like* ,
EAR_052.xlsx,213,,yeah fuck that i know i was like* hell yeah this is gonna be taken off of i was just dying i was i was like* i wish i was heavy look in the mirror when you're off look like a fuckin crackhead ,
EAR_052.xlsx,230,,i'm faded right now cuz like* fuckin no i'm faded nah i'm pretty sick ,
EAR_052.xlsx,231,,what what the cat yeah bitch yeah today i was going out of like* the parking place like* going out to the ,
EAR_052.xlsx,262,,is the brain game center upstairs is the brain game center upstairs brain game center no it said like* uv suite two oh four yeah brain game center no ,
EAR_052.xlsx,270,,i just smell the candle yeah the candle yeah yeah is it like* fuckin' cinnamon and apple some shit yeah ,
EAR_052.xlsx,277,,like* eighty percent sure well try to fuckin' do conditional add and drop if it if it is because it might be restricted and then you're gonna drop the other one and then you might just lose it yeah well if you're gonna do that might as well click the conditional add and drop ,
EAR_052.xlsx,284,,set what up for you nah they won't troll nah you just gotta ask if they asked for his id and shit when they pulled up yeah but usually they call you when they pull up so like* you gotta have them like* on on speed dial so it could letchu know if they're ,
EAR_052.xlsx,291,,huh he said he said uh nah nah nah nah she said one biological science or molecular cell life and two part class it was like* bio five a bio five a l you had to take that's why i was like* why would you even wanna take that shit yeah ,
EAR_052.xlsx,306,,oliver i texted him and was like* ,
EAR_044.xlsx,3,,it's because i dunno it's like* not that big of a deal like* it's not that big of a problem to me ashley dang ashley acting like she's the most attractive person that no one can deny her like* okay that's fine dude do you wanna find more people to live with us if we do like* two bedroom one bath it's a little cheaper versus like* just one bedroom one bath ,
EAR_044.xlsx,7,,no cuz maybe it's just cuz when you have you been drinking a lot of milk here it's probably cuz your body has to readjust cuz when you stop drinking milk for a while you drink it again all of a sudden your body's just like* what is this yeah yeah you got you gotta readjust to the milk perfect time to wear ,
EAR_044.xlsx,35,,bryan bryan this conversation may be recorded hello yeah so i i for my psych class i have to participate in like* research studies so this is my research study for my class credit and i have to wear this recorder for the next four days and it's gonna record ten percent of my conversations of the day so currently it might be recording right now but it's not gonna catch it's not gonna catch a whole conversation cuz it records every forty seconds so like* it catch yeah ,
EAR_044.xlsx,38,,yeah you can't back out now free t-shirt how do you say free t-shirt in spanish _ did you do like* this thing earlier when for this like* they're all like* we're gonna i'll play you an audio clip but then you're not gonna it's not gonna be english words but we want you to repeat it so it's a bunch of jibberish and i was just like* ok ,
EAR_044.xlsx,41,,come on come on come on come on good have to get to know her better so like* ,
EAR_044.xlsx,57,,is like* tiny oh the uh yeah i'm so for what i'm doing it wouldn't fit me it wouldn't fit me i'm not that much of a quiet person anymore i used to be very quiet no oh my god ,
EAR_044.xlsx,60,,girls seem more like* mhm thank you oh enjoy your food yeah mhm mhm ,
EAR_044.xlsx,64,,neighbors that i talk to you know like* how they talk like* over there and you have alex wait i don't talk to miles or jose in the i don't know who's on my side no i don't talk to the girls next to me yeah well i know it's the girl next to me it's the girl next to me i yea yea i talk to alton a lot ,
EAR_044.xlsx,112,,reaction the calendar who'd actually buy it you see it in the distance right there i don't know i don't think i'd buy it cuz i don't know who they are it's like* for a sorority but who actually from a sorority would buy the calendars though i found this too on the way back from class and one of them was this woman i was like* okay ,
EAR_044.xlsx,114,,you didn't see it on like* on the stairway or anything again huh ,
EAR_044.xlsx,115,,oh i go to the canvas see you guys why not it's for the you know how like* we have to do the research study requirement for psych two huh no it's due by the end of the quarter ,
EAR_044.xlsx,129,,dude today i had my first midterm of the quarter and i was sitting there going like* oh my god how's are how am i already having a midterm this happened so fast cuz last quarter it took forever to get to midterms but this quarter literally i blinked and i'm already taking a midterm i know but yeah but this midterm i thought i did really good and then like* when but i walked my professor before kept telling me it was twenty questions it's gonna be twenty questions on the midterm so i was like* oh ok twenty questions but on when i take the test it was only eighteen questions so i was like* oh he took some off you know but he was just took some off ,
EAR_044.xlsx,131,,the saw you see why ucr was offering a free trip to the getty museum they like* oh we're gonna bus you there and bus you bus and i was like* as it's tuesday tuesday i have no classes right so i was like* oh that sounds pretty cool like* i'd be down to go but then i asked some of my homies if they wanted to come they're like* no i have class i can't make it and i was like* oh okay i was thinking about going but the the the it was like* cuz it sound like a cool thing to go to right but and it's free but the thing is it was from four to eleven pm and i'm like* i don't think i can last that long with only strangers i was like* i'm not i'm not i'm not down to do that yeah but if getty museum ,
EAR_044.xlsx,176,,but yeah he's accepting venmo and i was like* genius his business ,
EAR_044.xlsx,182,,what the one asian hallmate cuz it has a little within my hall it's only like* fifty percent my hallmates i actually talk to and hang out with so within that group there's only the one asian hallmate my roommate and then me who are asian like* the rest are hispanic but there's other asians in the hallway that i talk to but not as much ,
EAR_044.xlsx,195,,why are you going upstairs your polaroids are gonna fall out i was sitting there on new years and i was like* i wanna cut my hair chop chop chop i was sit it was like new years and i was sitting there out on the couch and i was all i wanna cut my hair yeah ,
EAR_044.xlsx,278,,which ones oh did they have hurry up no because i do it with my hallmates like* we have a quiz due at by seven and i do it with my hall yeah it's a psych class yes so we sit in a circle and we do a quiz together and then we have one person take the hit to see what the answers are yeah so i have to go do that today and its my turn today's my turn to take the hit yeah ,
EAR_044.xlsx,280,,but then what was he talking about the staring at the because why would he say that like* ,
EAR_044.xlsx,286,,_ oh you can't go in the back parking lot more because they're building a new resident hall there so you have to go in the front like* the front area you have to go the front horseshoe thingy ,
EAR_044.xlsx,288,,how come we didn't okay but why is we finished one already then how come we don't go for the other ones like* the ones that are are not furnished already oh cuz i'm thinking about falkirk probably oh ,
EAR_044.xlsx,292,,dang she thought how we were doing too good on our quizzes so she's like* she gotta change it up now why'd she do this yeah mhm ,
EAR_044.xlsx,293,,let know so we have to get that all filled out by monday night cuz it's the yeah we all do it separately but then we wait for her to discuss like* what apartment we wanna do and what we're gonna do is kind of like* that's kind of kind of cutting it close okay like* her ,
EAR_044.xlsx,296,,cuz like* cuz i do have the two hundred at home me and jess could cover you if jess is not down to cover you i can cover you cuz ooh that's gonna hurt kinda a lot but i can cover you ,
EAR_044.xlsx,297,,yeah yeah it's like* what if something happened to the team then we're just leaving next year anyways ,
EAR_044.xlsx,298,,yeah monday we have to like* yeah shut up the bitch is coming it's like* somebody is coming turn it down _ why is it why you whispering ,
EAR_044.xlsx,301,,jess will you come play basketball with us or just come to the court and look and like* look like you're with me so i don't look like i'm playing alone cuz someone might steal the court from me like* now now or like* we can go later but now would be good cuz later today i more full yeah cuz i'm like* the only one playing on the court they're gonna see me and be like oh my god you almost done here can we get the court they do that to single people playing ,
EAR_044.xlsx,309,,that's really sad cuz this is i don't i should just text and be like* god can we just give up and do it finals week cuz no one is even online working on it what am i supposed to do ugh what did we pick this one hm i shouldn't have said something back to i don't know what's happening in this class is jess next door with maragrita she sounds like she's next door though ,
EAR_044.xlsx,314,,what are you doing i'm sorry you had to listen to his voice for the past five minutes i know your ears are probably bleeding right now their ears are bleeding i'm so sorry i'm really sorry dude i know like* i'm sorry my homie is so lonely and needs to get a life i'm your ears are currently bleeding i'm pretty sure you get to delete different audio recording don't listen to them later you know what are you doing when's your chem midterm ,
EAR_044.xlsx,316,,yeah it's okay you know you still got your drip you still got your drip you know well the whats you know we the you still got your drip you drippin you drippin to the and they're like* oh man this guy smokes but not today that's drip that's so drip dude don't worry just text her first then ,
EAR_044.xlsx,317,,dude i actually might yeah i might cuz is on tuesday and she was like* having a cla ,
EAR_068.xlsx,4,,look at this she goes uh i'm allergic to apple peaches apricot kiwis shrimp some other stuff but it's okay i'll still eat it she goes the list is honestly too long i have to like* come across it oh yeah that one too on the low apples apricots peaches kiwi kiwi no kiwi is the most kiwi is the big one ,
EAR_068.xlsx,6,,i get a little bro best thing for life i get a good little fuck i was so she was you were outside but yesterday i was telling uh i was telling uh a few days ago i was telling kelly like* kelly was telling me how her favorite chips are turbos right and i'm like* what the hell are turbos and she goes oh it's this ,
EAR_068.xlsx,31,,i'll be there he doesn't his is expired oh you brought a new one alright good oh i'll i'll do it because it's kinda my it's a dream of mine to like* stab someone with an epipen no joke no i want to stab somebody else cuz i'm i'm a lifeguard and then one of the training is to administer an epipen so we have like* ,
EAR_068.xlsx,33,,couple shirts that was so funny why because this morning when i saw nathan he was like* guess who i saw ,
EAR_068.xlsx,47,,and the i was like* i don't know i just wanted to and then and then my dad started making all these gay jokes he was like* you know gay people only wear their earring he was saying to the right of me and then he was like* gay people only wear earrings on their right and i was like* nah i got them both pierced and he was like* nah i can only see the right one i don't know like* they still haven't done anything about my weed i don't know i don't know yeah i tried to play it off as if it was a prank yeah i always mess with my parents ,
EAR_068.xlsx,52,,listen very very carefully chipotle is a cup the parking lot is a cup is the mp3 a cup yes ask kenny why we did this shit to nicole like* twenty minutes playing these stupid minds games ,
EAR_068.xlsx,62,,like* big smoke i forget i forget i'm so sorry you can't breathe than in oh okay yours is bad yeah okay yours is worse than mine then fine if it was another reason then i would slowly convince you to smoke but for this reason no no no i'll stick to buying you edibles i wanna see high kelly later on in the quarter ,
EAR_068.xlsx,65,,some kind of do it give you that kind of volume oh property property you're evicted i mean even if you still have money i like people no no exactly like* people who are rich like nathan he's a very frugal kinda guy ,
EAR_068.xlsx,67,,i don't know what honey walnut shrimp supposed to look like i know it's really popular at like* uh panda express yeah i've heard people get uh allergic to rice yeah no if you're asian that fucking sucks ,
EAR_068.xlsx,128,,here you know how i woke up friday hella early right with nathan so i was like* putting on my shoes and i wore my nmds here and i was just like* why won't they fit and i looked down and they're yours i'm like* why did my shoes just suddenly shrink go go to the back help me move the paddle ,
EAR_068.xlsx,129,,listen i i i don't i mean i don't smell my cologne after like* five minutes hey you think i'll get there before he gets down yeah he's usually just as long or maybe even longer then lindey ,
EAR_068.xlsx,130,,are you gonna tell jared yeah yeah yeah me too you need okay i need to tell jasmine but y'all y'all y'all just kept making like* okay but what they were saying to each other were very couple like ,
EAR_068.xlsx,132,,uh we're like* i think twenty minutes out yeah like* twenty minutes out oh i mean be like* ten minutes ten minutes ten minutes just hit her with the ten minutes and then and then we'll be there in twenty alright cool yeah we're ,
EAR_068.xlsx,138,,oh they did who oh but like* you're still making money yeah tomorrow hey if you're going i'll drive everyone to go see you let's split off i can't make it four hours in a row go ahead driving's pretty fun ,
EAR_068.xlsx,156,,i might hit up victoria gardens victoria gardens victoria secret victoria gardens cuz she likes lululemon her legs are really pale and i made fun of her for it so i was gonna buy a pair of shorts like* workout shorts that's like* very on the cheaper side like* thirty bucks thirty forty bucks lulu ones so she can be like* i have a lulus pair but they're not leggings and she can tan her legs too i was really tired when i saw her too i was like* damn your legs are white ,
EAR_068.xlsx,158,,because in berkeley there's this one candy shop that brings in random candies and we went in and there was nerd ropes and we we and that was the week before sj or something and you were always talking about how you always wanted nerd ropes but you couldn't find them any more so so my mom just bought the box and was just like* we'll share them with the team and whatever is left is jordan's fuck it was like blue red and i think a green one something like that i remember you were so upbeat i still remember you were still ,
EAR_068.xlsx,182,,yeah yeah short showers some people only conserve like* this day this day this day i never conserve always ,
EAR_068.xlsx,186,,to drink and he's like* yeah yeah yeah is actually so nice but was so jealous but i was like* yeah phil is here youngest he's the younger wait he's oldest hey you don't have to you know the slap cheese challenge slap cheese challenge ,
EAR_068.xlsx,187,,that's smart that's smart i drank i'd i'd just go to china and they'd be like* alright let's drink alright bet hey what's the drinking age very yes ,
EAR_068.xlsx,188,,man that's three for three i i actually came down here thinking oh school should be easy everyone here is stupid i thought it'd be easy easy i was just like* this shit should be cakes just like high school i knew i knew how to work my way around high school ,
EAR_068.xlsx,194,,the knob on the bottom uh in like* five minutes can you pass me my phone thank you thank you ,
EAR_068.xlsx,196,,let me go back with you i was like* okay so we picked him right and we dropped him off and my friend goes damn he's cute there's a boy that checked out your man he's a dude a dude took us home and then afterward he told miles your friend's hella cute wait then like* what are we doing aw sweet hey man she's in the car but gay with you ,
EAR_068.xlsx,197,,your girl you take away the little things like* the headboard so when you fuck there's no sound and you're just like* you can't fuck without a rhythm you know okay this is back in house yeah bitch stay on your phone you come on think you can actually catch up to me oh she actually is that stupid bitch hope you get a speeding ticket ,
EAR_068.xlsx,230,,control than jared jared should not have chimed in right there once he chimed in there i was like* we're leaving no i would only chime in if it was my parents like* mom you gotta stop because you chiming in has no help for the manager nor the customer because you're telling the customer to shut up and if he fights you then the manager doesn't have to stop him and if he did it's it's just ,
EAR_068.xlsx,231,,this is really upsetting to me that most i honestly think there should be like* vinegar on the but i also think it's cuz you're supposed to use vinegar oh that's for abby i just asked you to buy a new one and honestly it wouldn't even break your bank account ,
EAR_068.xlsx,238,,boba for fiends friends ha ha ha yeah remember lindy wanna smoke okay and he's just like* that's the most unokay okay i've ever heard in my life is that how ,
EAR_068.xlsx,276,,i am hey lindy's about to reach me bro lindy's about to reach me on this bed i've only done it like* three times lindy's fucked more than me one of them is ten times and the other is like* this that ,
EAR_068.xlsx,306,,hey where do you drive through like* i know when you get upset you like to drive right do you just drive home no no no cuz i do the same thing but there's nowhere to drive foo where there's nowhere to drive through here driving driving's a is a nice getaway no i wanna know cuz i wanna drive there ,
EAR_068.xlsx,307,,hella it's cheap fuck you up so i don't mind i still have this weed yeah but yeah so i was just like* eh it's whatever i need like* clean the clean the container though ,
EAR_068.xlsx,323,,sorry it tastes like* wait wait wait look at me ,
EAR_6.xlsx,1,,yeah but like* it's easier if i just get in there no ,
EAR_6.xlsx,3,,do you know do you know tam qui tam she's the worst like* i've talked to upperclassmen they're like* yeah dude she's the worst she's like* contradicts herself and then like* one time she says this is right and then she like* jumps over to something else she's like* yeah this is right yeah it's horrible ,
EAR_6.xlsx,4,,it should be rubidoux samples we're leaving remember when we really drove to rubidoux to drop samples there it's the same thing no no they they moved the they moved the samples like* remember how we did it like* in spring when we drove there now they um moved all the samples here yeah ,
EAR_6.xlsx,7,,i think like* dude i think they like* yeah dude they take credit card you think i know right food are you still eating it don't eat it don't eat it there's ants on it ,
EAR_6.xlsx,12,,no dude remember when she bought us like* ingredients yeah and we had paninis and like* sandwich crust yeah that was cool _ we the best music dj kahled ,
EAR_6.xlsx,18,,it's so easy like* you can't fail it has monica taken one forty-six oh you smart you're so smart no that means like* you're smart to do that yeah ,
EAR_6.xlsx,20,,that's weird wait so that means if you get a cheeseburger without the burger does that mean it's just two pieces of bread with like* ,
EAR_6.xlsx,21,,completely ignores the like* come on no one time he was like* this guy he just walked up to and was like* ,
EAR_6.xlsx,23,,so do you want poke or chronic tacos okay pasta works too _ i heard chronic tacos _ i mean it's pretty good but it's like* chronic tacos you did i mean they changed it didn't they yeah chronic tacos used to be habaneros ,
EAR_6.xlsx,26,,i don't know my friend who tried to fail that test she got put in nine a she was like* yo can i get like* an algebra class because she was she hated math she's not an engineer i know she only needed to take one quarter of it she wants an easy math for an easy a yeah and she she got a c i think she woulda done better in calc that was funny i feel math's my grade booster yeah ,
EAR_6.xlsx,27,,it didn't give me any cushion _ i feel so bad oh yeah you were in that too i forget because we don't have class together usually you know what makes me sad if he thinks easy chem i feel like i basically got the average same me too i thought i did okay but then i got it back i was like* ,
EAR_6.xlsx,34,,dude he's he is two years he's actually two years dude he's taking forty a right now he failed he failed nine b one c and like* english no he failed english one b or something three last quarter probaly ,
EAR_6.xlsx,36,,wait i don't know maybe i mean maybe yeah like* how comfortable are you with me or jacob do you consider jacob and me a package as like* a friend hang out and crystal do you consider crystal in the package ,
EAR_6.xlsx,39,,yeah she knew her i know i keep telling her that she's like* i'm not popular she's like* i know her from english i was like* okay i just sat there literally i just sat there yeah me too i made a like* okay josh was my friend so but i didn't talk to him though thats the thing yeah yeah yeah i didn't talk to him yeah but still you know i made a friend but then like* get other friends so ,
EAR_6.xlsx,79,,energy and he speak for like* disneyland why does this happen to you so often _ like* half the time you're either sleepy or you're hungry or you're tired and then i snapped it ,
EAR_6.xlsx,87,,castleman did it on purpose like* what if they didn't do it correctly and then he forces you to go to office hours just to get that right yup ,
EAR_6.xlsx,97,,rashid _ rashid first and then later's norway it's fine _ i legit i don't i don't think i have enough samples to cut _ like* right now _ i don't think i got that many probably go back and get more _ i know what is yeah i know what is it's gonna be a long ass walk by the way what up yeah ,
EAR_6.xlsx,98,,it was like* both of them yeah like* amy and i was like* okay no like that they just messed up on numbering i know dude asked me he's all like* so do you sense tension in the lab i was like* yes ,
EAR_6.xlsx,99,,that's why i'm like* i'm always eating shit i don't know why i'm losing weight _ like* fuck yesterday i had what chinese sausages with rice with an egg and a bunch of frozen veggies yeah honestly dorms would be like* what like* pasta no their horrible lasagna meat pies or something french fries i ate so much french fries ,
EAR_6.xlsx,105,,huh this girl's not going here anymore _ like* everything matches up with that one left and right you just twisted it this piece ,
EAR_6.xlsx,115,,are you still yeah that's what i did yeah well like* i couldn't rinse it so i just kept dabbing myself with paper no he doesn't have the hose thing but it just goes straight down so i was like* no i'm so fucking stressed it's labs like these no cuz like* remember how he pushed it back and forth the pipe popped it was so dumb this lab is basically a fucking hazard ,
EAR_6.xlsx,120,,he was remember how we got too much so we're just gonna see what the concentration is like if we get too much _ you know if you think about it that method is pretty messed up cuz if you fuck up on the measurement of like* how much sample you put in there you can't take it out or put like* you can't like* if you get too much you can't take it out so that's like* another thing that's kind of bad and you can't get you can't really get an exact number you know yeah ,
EAR_6.xlsx,123,,segregate who gets the water yeah _ literally when i first went there i literally checked every faucet i was like* yo where's the running water no no no last time last time it didn't hit me like* during like* i i like* even if i wanted to rinse my whole face i don't think i could even reach the fuckin thing did you zero your tube can i quickly ,
EAR_6.xlsx,130,,yeah the problem's like* whatever too _ and you detected your problem perfectly yeah yeah mhm i think the new ipad can take notes i think _ yeah good _ the thing is ah the cheapest version is like* seven hundred bucks he got it for a hundred like* fuck's sake ,
EAR_6.xlsx,131,,monitors cuz you used the other one for your freakin playstation right mm no jacobs dad did a uh triple monitor setup like* i nothing he just has it he just likes looking at it _ i mean you don't need three monitors i think two's enough right like* i just want to play with this ,
EAR_6.xlsx,134,,i mean you wake up too late like* every day why do you have _ my tongue's down yeah i mean i only need like* a quarter to have a ,
EAR_6.xlsx,155,,hey man what's up i slipped on the stairs dude yeah i ate shit i was like* yeah i'm okay i ate shit yeah i was like* ah i made it there i was like* oh yeah i'm fine no i ate i hit i hit my back so it's fine yeah ,
EAR_7.xlsx,11,,yeah so i won't see you until class i leave at yeah i will probably stay till like* one thirty yeah but i probably won't see you then will see you in class yeah ,
EAR_7.xlsx,16,,oh my gosh well i can i can can walk like* not through the hub just yeah yeah so anyways i feel so busy yeah it just suck when it is no show yeah yeah ,
EAR_7.xlsx,24,,yeah it would be kind of weird you don't think it's that bad though oh no no it's like* i put on makeup once i will let you catch dreams because i am the dream oh ,
EAR_7.xlsx,25,,you know it's like* oh that is really cool you know like* he did not say anything that are science or math but then it's like*_i don't know if he really let's say he actually really liked the humanities like* if i were his mom i would tell him like* to do what he wants to do right but i get it it's a different belief and like* the generation gap somehow my mom oh yeah for sure but i like* i do really appreciate my mom though like* she does so much for us like* she'd do anything ,
EAR_7.xlsx,26,,he won't say it but he really likes chris it's it's like* a man thing where he is trying to act kind of he will always buy chris things we would go out to shop and he would be like* we should buy this for chris this is chris's favorite i just want to sleep over well chris was like* you should not move in with me since he pays ,
EAR_7.xlsx,27,,she will definitely let you know how she is feeling but it might take her a little more time like* if my mom pisses me off i just straight and tell her i will get shit for this but i just want to say it so like* in our family i am like* the rebel did courtney ever tell you this yeah i am like really rebellious and i get smack so many times by my parents cuz they would tell me stuff and i am like* what and courtney ,
EAR_7.xlsx,31,,but what if we don't get credit and we just get forty-five dollars just to carry it around it's not hard people are like* what is this i have two phones it's an android phone yeah you know what's crazy they said it only charges what kind of phone lasts four days that's not a phone watch me never showing back like* hey ,
EAR_7.xlsx,32,,it's hard now because since i am living at home i can't wear tank tops well it was an accident because i have bug bite so i was like* mom can you look at the bug bite and she did that and she was like* what is this and i was like* ohh shit no my dad found out my dad said that the one thing i don't care if you do drugs just never get a tattoo yeah but how is that a bad tatto plus it's covered like* you didn't even know i have it ,
EAR_7.xlsx,55,,watch dad have invited everyone like* hey jar thanks for letting me know about the flu shot ,
EAR_7.xlsx,91,,and you don't even notice it cuz you're like* i don't know you don't notice that it's a lot of money until like* if you think about it ten days is a hundred dollars already so i was like* oh my god i cannot keep eating on campus food food food food food ,
EAR_7.xlsx,94,,so we shall see like i said nothing we can do about it now just gotta move forward like* it shows up but it it can't physically add on cuz you're not technically not undergrad anymore so this will come as like* your grad your postgrad but it still shows like* okay this kid got an a you know ,
EAR_7.xlsx,96,,mom maybe we should amazon it huh but until then i just wanna find on amazon like* little test tubes so i can just stick it in there you know the test tubes ,
EAR_7.xlsx,97,,brandon um not the first time but the first time i'll actually meet him and his girlfriend cuz you know they gave me the clicker so i wanted to take them out plus like* catherine for giving me the clicker maybe just like* boba or something ,
EAR_7.xlsx,154,,oh yeah yeah probably end of the day he's like* take whatever else you want like* okay ,
EAR_7.xlsx,162,,cuz some are prettier than others like* this one for example of all brown like* cut it out so that_ some flowers for you sir some flowers for you you enjoyed it baskin robbins ,
EAR_7.xlsx,166,,pomona they have like* a it's like* unofficial in the sense that like*_ ,
EAR_17.xlsx,2,,that's understandable and then the one i got earlier was nineteen forty-six forty-eight but that's still old and that was the book that was highly regarded i looked it up cuz you know everyone here scans here people are trying to sell a book from the nineteen like* it literally said printed in nine in like* the early early nineteenth century for like* you know oh it's eighteen ninety-five right here it says eighteen ninety-nine though the signature a schneider who is annie schneider i bet she passed away like* five million years ago ,
EAR_17.xlsx,16,,i'm gonna take chemistry next year like* any major can do it it's just like* it's more like* if you're not in a science major i'm in psych so it's technically chass pretty gay yeah yeah i'm supposed to speak to my advisor about it it's just like* my i i don't get it hey stanley ,
EAR_17.xlsx,17,,i know right he didn't even have the correct information he was like* you were next to her in the when he did it was he printing the scantrons or something cuz that's who i sat that's who i was next to he's like* no and then he gave gave me some name that i had no idea who it was and like* no mentality of all college students good job hey what major are you bio major oh give me like* tell me good bio professors ,
EAR_17.xlsx,21,,no no that wasn't a service dog that wasn't a service it was just a just someone's dog it was just in her lap and she was watching something and then when apparently she was she wasn't properly socialized so she's she gets more nervous around like* around other people but she says it's only oh she only like* is okay with it if i hand her off to someone which fits for me and then like* after a while she starts to shake and then she just jumps back i i tell you about why i wasn't this long so i was like* eh i can go to the habit cuz i was like* really hungry you know oh my god it's bob ross ,
EAR_17.xlsx,22,,cuz i don't it's not i don't know if it's possible other than you know looks cuz my brother and my dad are really big on that for some reason and this is all like* what the fuck ,
EAR_17.xlsx,33,,wait i was with the whole time tristan the whole fucking time and he got a new fucking what the hell celebrate also what his shoes on i'm just saying like* no shoes you go everywhere especially that's just pretty gross why do people expect phrases like* girlfriend ,
EAR_17.xlsx,37,,inverse inverse equate inverse functions and l'hopital right inverse functions plus l'hopital right okay no you gotta speak a little i know it sounds racist but i know it's easier to understand for them if i say it like that when i say it in an accent _ which by the way every korean has so far has called a racist korean yeah i can't do a korean accent your step-dad gotta make sure to say south korean i know it's like* a weird habit right ,
EAR_17.xlsx,42,,yeah it doubles pretty well just saying wait are we are you guys planning to go somewhere shoot i should have brought my no i just like* carry a like* um i usually carry a pocket a folding knife just just in case but i don't have it today but i'm pretty sure if i punch someone with these ,
EAR_17.xlsx,50,,when he had them was a you don't keep them indoors and b you have to you can't feed them like* like* water water you have to to feed them distilled water specifically yeah basically it means it has no chemicals no minerals in it i mean the water you taste in your water bottles you know that there's artificial taste added to it right add minerals to enhance flavor and and what not if i come back and you're sleeping ,
EAR_17.xlsx,57,,it came out and that was like* three hundred and let's be real um wii tennis sucks cuz like* okay the funny thing is my cousin and my aunt were trying to play on wii tennis right but my aunt's used to playing real tennis so she's like this and then this is my cousin you just wiggle it and that's what i did with golf too i'm just like* i'm just like this that's how i play golf it's so dumb ,
EAR_17.xlsx,59,,half the time it's just like* yeah having only learned one language at a time so he doesn't get confused why didn't you teach me korean that's me i'm like* why didn't you teach me korean it sucks anyways the point is i don't overthink much and you see i don't know why but my mom's very adamant about my brother being named josh you know one of the most common names ever i i don't know where the history is cuz no one in our family is named josh but she just really wanted it for my dad my brother was supposed to ,
EAR_17.xlsx,60,,be in the game because we didn't have the internet to look what hm surf was cuz in the first generation game the hm was only found in the hidden area of the safari zone which as you know has moments and steps inside and we didn't know where the hell it was so my brother kind of gave up i kept going and i beat the game barely with like* using fifteen i got so lucky what kind of tv shows ,
EAR_17.xlsx,77,,you're actually wrong and you actually admit it then it's a it's a much more mature thing to do and it's a hard thing to do that's why it's mature _ i i got real i i got a little real there why because you deleted your habit of eating breakfast like* dude i'm barely touching my food right now ,
EAR_17.xlsx,78,,doesn't like* college end yeah tell her like* no _ start really off small first and don't get me five pound ribs i don't well i don't know what my ,
EAR_17.xlsx,79,,extreme weights because he's swole and i'm not like* let's say i told you his arms fucking huge that's not right _ his arm is massive like* he could probably beat like* a twenty-five year old in an arm wrestle pretty damn big like* probably fill up it'd probably fill up most of this anyway to be completely honest and say he's a totally nice guy like* he'll be ,
EAR_17.xlsx,84,,characterized by a referent recurrence of themes which is humanities relationship with nature and technology the importance of art and craftmanship and then difficulty in maintaining a passive ethic in a violent world protagonist are often strong girls or young women ay several folks has it morally ambiguous antagonist redeeming quality so yeah you might hate the antagonist but you might love him because they have their own positive like* positives that you know typically in an american ,
EAR_17.xlsx,99,,yeah i was like* wait a minute this doesn't that doesn't _ tell my customers like* wait what _ he did it again like* i'm not even bullshitting ,
EAR_17.xlsx,110,,just take care of it sometime uh _ i'm sorry uh ugh i went to class and then fell asleep and forgot there was not so i couldn't get anything except like* participation points cuz i woke up in time for the clicker at the end and then the table who i discuss who i normally sit with for like* discussing what the answer was so i just got the answers right ,
EAR_17.xlsx,123,,hm you want to see part two before we go want to see part two before we go ah no how do you hold these like* ,
EAR_17.xlsx,124,,like* j a c q u e s the other one's cinnamon cuz cinnamon is really dumb and she just bites every all the time he comes over to like* eat their fresh pastries like* he comes over to the house looking like he just came back from the domestic domestic abuse like* did cinnamon get you again _ that was boring ,
EAR_17.xlsx,125,,look i was kidding i don't really mind but it's more i'm more worried about like* you _ you seem _ you're not as shy you know you're not as like* just don't seem nervous around me so _ let me know when you're by the theatres ,
EAR_17.xlsx,126,,one today and to think this just one thing that makes me so focused on it that they don't bother considering the other things that could be completely obvious like* hey maybe you didn't have time at the beginning of the same time you know same free time _ fuck i can't say it whatever the point is you just say a lot cuz you know you thought it was fun watching me and my brother basically in korean it means it's obvious obvious i say that to my ,
EAR_17.xlsx,134,,no the point the point of it was to you don't get it do you they said it's a twist on shakespeare and the thing with shakespeare shit like that happens _ like* no cuz if you remember in romeo and juliet which you probably don't one of the literations of it stated that um she didn't believe his words like* they're just simple words and what he did was to um increase the passion in the romance in in the romance between each other because what he did was he kind of like* did something similar he's saying he was saying it out loud he um he whispered it in her ear he wrote ,
EAR_17.xlsx,135,,at our church retreats we would always have like* a pool table and a party and how like* we would always kick the younger kids out and like* get out of here cuz us older kids gotta play some man like* manly stuff like pool pool is the shit you know pool is like* really fun _ i mean there's one in ai that's probably open right now like* the some pool tables but i don't know do you play pool you guys never played it ,
EAR_17.xlsx,136,,they try to bribe the proctors by giving by giving like* catering like* since i was like* really part of the team i got free starbucks i got free jamba juice no but that was like* they were like* hey let's just get starbucks or jamba juice i'm like* they're like* where's the i'm like* you want me to pay for it and they're like* no it's fine i'm like* i'll tell you jamba juice is getting expensive especially starbucks ,
EAR_17.xlsx,137,,i was key word was why see oh my god this is what i pointed out in freshman year i was like* what is what is that no ha no oh but it was like* smoke me out and you know we're fourteen at the time ,
